NHEK|chr10:121200600-121200800	NHEK|chr10:121201000-121201600
NHEK|chr8:103821400-103822200	NHEK|chr8:103823200-103823800
NHEK|chr8:103821400-103822200	NHEK|chr8:103823800-103824000
NHEK|chr8:103821400-103822200	NHEK|chr8:103824000-103824200
NHEK|chr8:103821400-103822200	NHEK|chr8:103825400-103825600
NHEK|chr8:103823200-103823800	NHEK|chr8:103823800-103824000
NHEK|chr8:103823200-103823800	NHEK|chr8:103824000-103824200
NHEK|chr8:103823200-103823800	NHEK|chr8:103825400-103825600
NHEK|chr8:103823200-103823800	NHEK|chr8:103826600-103826800
NHEK|chr8:103823200-103823800	NHEK|chr8:103826800-103827200
NHEK|chr8:103823800-103824000	NHEK|chr8:103824000-103824200
NHEK|chr8:103823800-103824000	NHEK|chr8:103825400-103825600
NHEK|chr8:103823800-103824000	NHEK|chr8:103826600-103826800
NHEK|chr8:103823800-103824000	NHEK|chr8:103826800-103827200
NHEK|chr8:103824000-103824200	NHEK|chr8:103825400-103825600
NHEK|chr8:103824000-103824200	NHEK|chr8:103826600-103826800
NHEK|chr8:103824000-103824200	NHEK|chr8:103826800-103827200
NHEK|chr8:103825400-103825600	NHEK|chr8:103826600-103826800
NHEK|chr8:103825400-103825600	NHEK|chr8:103826800-103827200
NHEK|chr8:103826600-103826800	NHEK|chr8:103826800-103827200
NHEK|chr8:126122200-126122400	NHEK|chr8:126122600-126123800
NHEK|chr8:126130600-126131000	NHEK|chr8:126131200-126131800
NHEK|chr8:126137800-126138000	NHEK|chr8:126138000-126138400
NHEK|chr8:126137800-126138000	NHEK|chr8:126141000-126141600
NHEK|chr8:126138000-126138400	NHEK|chr8:126141000-126141600
NHEK|chr8:126141000-126141600	NHEK|chr8:126142000-126142800
NHEK|chr8:30085400-30085600	NHEK|chr8:30087000-30087600
NHEK|chr8:37045600-37045800	NHEK|chr8:37045800-37046200
NHEK|chr8:42051800-42052000	NHEK|chr8:42052000-42054800
NHEK|chr8:74563600-74563800	NHEK|chr8:74563800-74564000
NHEK|chr8:74563600-74563800	NHEK|chr8:74564000-74564200
NHEK|chr8:74563800-74564000	NHEK|chr8:74564000-74564200
NHEK|chr8:80672400-80672600	NHEK|chr8:80673000-80673600
NHEK|chr8:80672400-80672600	NHEK|chr8:80673600-80673800
NHEK|chr8:80673000-80673600	NHEK|chr8:80673600-80673800
NHEK|chr8:80673600-80673800	NHEK|chr8:80677200-80677400
NHEK|chr8:8500800-8501000	NHEK|chr8:8502600-8502800
NHEK|chr8:8500800-8501000	NHEK|chr8:8503000-8503400
NHEK|chr8:8502600-8502800	NHEK|chr8:8503000-8503400
NHEK|chr8:8503000-8503400	NHEK|chr8:8506400-8506600
NHEK|chr8:8503000-8503400	NHEK|chr8:8506600-8507200
NHEK|chr8:8506400-8506600	NHEK|chr8:8506600-8507200
NHEK|chr8:8522000-8522200	NHEK|chr8:8522200-8522600
NHEK|chr8:8522000-8522200	NHEK|chr8:8522800-8523200
NHEK|chr8:8522000-8522200	NHEK|chr8:8523200-8523400
NHEK|chr8:8522200-8522600	NHEK|chr8:8522800-8523200
NHEK|chr8:8522200-8522600	NHEK|chr8:8523200-8523400
NHEK|chr8:8522800-8523200	NHEK|chr8:8523200-8523400
NHEK|chr8:91573600-91573800	NHEK|chr8:91576000-91576400
NHEK|chr8:91573600-91573800	NHEK|chr8:91576400-91576600
NHEK|chr8:91576000-91576400	NHEK|chr8:91576400-91576600
NHEK|chr9:107913400-107914000	NHEK|chr9:107914000-107914200
NHEK|chr9:107913400-107914000	NHEK|chr9:107917000-107917200
NHEK|chr9:107913400-107914000	NHEK|chr9:107917200-107917600
NHEK|chr9:107914000-107914200	NHEK|chr9:107917000-107917200
NHEK|chr9:107914000-107914200	NHEK|chr9:107917200-107917600
NHEK|chr9:107914000-107914200	NHEK|chr9:107917600-107917800
NHEK|chr9:107917000-107917200	NHEK|chr9:107917200-107917600
NHEK|chr9:107917000-107917200	NHEK|chr9:107917600-107917800
NHEK|chr9:107917200-107917600	NHEK|chr9:107917600-107917800
NHEK|chr9:127614600-127614800	NHEK|chr9:127614800-127615000
NHEK|chr9:133322600-133323800	NHEK|chr9:133323800-133324000
NHEK|chr9:133322600-133323800	NHEK|chr9:133326000-133326200
NHEK|chr9:133322600-133323800	NHEK|chr9:133326400-133326800
NHEK|chr9:133322600-133323800	NHEK|chr9:133326800-133327200
NHEK|chr9:133323800-133324000	NHEK|chr9:133326000-133326200
NHEK|chr9:133323800-133324000	NHEK|chr9:133326400-133326800
NHEK|chr9:133323800-133324000	NHEK|chr9:133326800-133327200
NHEK|chr9:133323800-133324000	NHEK|chr9:133327200-133327600
NHEK|chr9:133326000-133326200	NHEK|chr9:133326400-133326800
NHEK|chr9:133326000-133326200	NHEK|chr9:133326800-133327200
NHEK|chr9:133326000-133326200	NHEK|chr9:133327200-133327600
NHEK|chr9:133326000-133326200	NHEK|chr9:133327600-133327800
NHEK|chr9:133326400-133326800	NHEK|chr9:133326800-133327200
NHEK|chr9:133326400-133326800	NHEK|chr9:133327200-133327600
NHEK|chr9:133326400-133326800	NHEK|chr9:133327600-133327800
NHEK|chr9:133326800-133327200	NHEK|chr9:133327200-133327600
NHEK|chr9:133326800-133327200	NHEK|chr9:133327600-133327800
NHEK|chr9:133327200-133327600	NHEK|chr9:133327600-133327800
NHEK|chr9:18237800-18238000	NHEK|chr9:18238000-18238800
NHEK|chr9:18237800-18238000	NHEK|chr9:18238800-18239200
NHEK|chr9:18237800-18238000	NHEK|chr9:18239400-18239600
NHEK|chr9:18238000-18238800	NHEK|chr9:18238800-18239200
NHEK|chr9:18238000-18238800	NHEK|chr9:18239400-18239600
NHEK|chr9:18238800-18239200	NHEK|chr9:18239400-18239600
NHEK|chr9:21801000-21801200	NHEK|chr9:21801200-21801400
NHEK|chr9:37913400-37913800	NHEK|chr9:37913800-37914200
NHEK|chr9:37920600-37920800	NHEK|chr9:37921200-37923000
NHEK|chr9:38070200-38070600	NHEK|chr9:38074000-38074200
NHEK|chr9:38074000-38074200	NHEK|chr9:38074200-38074800
NHEK|chr9:4762600-4762800	NHEK|chr9:4763200-4763600
NHEK|chrX:102697600-102698200	NHEK|chrX:102701000-102701200
NHEK|chrX:102697600-102698200	NHEK|chrX:102701200-102701600
NHEK|chrX:102701000-102701200	NHEK|chrX:102701200-102701600
NHEK|chrX:102701000-102701200	NHEK|chrX:102701600-102702000
NHEK|chrX:102701200-102701600	NHEK|chrX:102701600-102702000
NHEK|chrX:102708000-102708200	NHEK|chrX:102708200-102708600
NHEK|chrX:102708000-102708200	NHEK|chrX:102708600-102708800
NHEK|chrX:102708000-102708200	NHEK|chrX:102709000-102709400
NHEK|chrX:102708200-102708600	NHEK|chrX:102708600-102708800
NHEK|chrX:102708200-102708600	NHEK|chrX:102709000-102709400
NHEK|chrX:102708600-102708800	NHEK|chrX:102709000-102709400
NHEK|chrX:13770400-13770800	NHEK|chrX:13770800-13771000
NHEK|chrX:13770400-13770800	NHEK|chrX:13771000-13771400
NHEK|chrX:13770400-13770800	NHEK|chrX:13771400-13771600
NHEK|chrX:13770800-13771000	NHEK|chrX:13771000-13771400
NHEK|chrX:13770800-13771000	NHEK|chrX:13771400-13771600
NHEK|chrX:13771000-13771400	NHEK|chrX:13771400-13771600
NHEK|chrX:150922000-150922600	NHEK|chrX:150922600-150923400
NHEK|chrX:18903600-18903800	NHEK|chrX:18903800-18904000
NHEK|chrX:18903600-18903800	NHEK|chrX:18905400-18905800
NHEK|chrX:18903600-18903800	NHEK|chrX:18905800-18906000
NHEK|chrX:18903800-18904000	NHEK|chrX:18905400-18905800
NHEK|chrX:18903800-18904000	NHEK|chrX:18905800-18906000
NHEK|chrX:18905400-18905800	NHEK|chrX:18905800-18906000
NHEK|chrX:18912600-18913000	NHEK|chrX:18913000-18913800
NHEK|chrX:18912600-18913000	NHEK|chrX:18914000-18914200
NHEK|chrX:18912600-18913000	NHEK|chrX:18914200-18914400
NHEK|chrX:18912600-18913000	NHEK|chrX:18914600-18914800
NHEK|chrX:18913000-18913800	NHEK|chrX:18914000-18914200
NHEK|chrX:18913000-18913800	NHEK|chrX:18914200-18914400
NHEK|chrX:18913000-18913800	NHEK|chrX:18914600-18914800
NHEK|chrX:18914000-18914200	NHEK|chrX:18914200-18914400
NHEK|chrX:18914000-18914200	NHEK|chrX:18914600-18914800
NHEK|chrX:18914200-18914400	NHEK|chrX:18914600-18914800
NHEK|chrX:23901200-23901400	NHEK|chrX:23901400-23901600
NHEK|chrX:23901200-23901400	NHEK|chrX:23901600-23903000
NHEK|chrX:23901200-23901400	NHEK|chrX:23903000-23903200
NHEK|chrX:23901400-23901600	NHEK|chrX:23901600-23903000
NHEK|chrX:23901400-23901600	NHEK|chrX:23903000-23903200
NHEK|chrX:23901600-23903000	NHEK|chrX:23903000-23903200
NHEK|chrX:23915400-23915800	NHEK|chrX:23916400-23917600
NHEK|chrX:23915400-23915800	NHEK|chrX:23918000-23920600
NHEK|chrX:23916400-23917600	NHEK|chrX:23918000-23920600
NHEK|chrX:23916400-23917600	NHEK|chrX:23920600-23920800
NHEK|chrX:23918000-23920600	NHEK|chrX:23920600-23920800
NHEK|chrX:56830200-56830600	NHEK|chrX:56830600-56831600
NHEK|chrX:56839000-56839200	NHEK|chrX:56839200-56839600
NHEK|chrX:56839000-56839200	NHEK|chrX:56839600-56840600
NHEK|chrX:56839000-56839200	NHEK|chrX:56840600-56840800
NHEK|chrX:56839000-56839200	NHEK|chrX:56840800-56841000
NHEK|chrX:56839200-56839600	NHEK|chrX:56839600-56840600
NHEK|chrX:56839200-56839600	NHEK|chrX:56840600-56840800
NHEK|chrX:56839200-56839600	NHEK|chrX:56840800-56841000
NHEK|chrX:56839600-56840600	NHEK|chrX:56840600-56840800
NHEK|chrX:56839600-56840600	NHEK|chrX:56840800-56841000
NHEK|chrX:56840600-56840800	NHEK|chrX:56840800-56841000
